CEP,Logradouro,Bairro,Localidade,cod?,CODE
64607848,Loteamento Justiniano Macêdo,,Junco,6952,22
64607850,Loteamento Kellyne,,Junco,6952,22
64607852,Loteamento Moura Fé,,Junco,6952,22
64607854,Loteamento Raimundo Sá,,Junco,6952,22
64607856,Praça José Florêncio Fontes,,Junco,6952,22
64608129,Loteamento Parque de Exposição,,Parque de Exposição,6952,22
64608132,Loteamento São Francisco,,Parque de Exposição,6952,22
64608445,Loteamento Bom Sucesso,,Conduru,6952,22
64608450,Loteamento Brasil,,Conduru,6952,22
64608455,Loteamento Colinas,,Conduru,6952,22
64608460,Loteamento Condurú,,Conduru,6952,22
64608465,Loteamento Oliveira,,Conduru,6952,22
64608470,Loteamento Parque Teresinha,,Conduru,6952,22
64608475,Loteamento São Judas Tadeu,,Conduru,6952,22
64608480,Loteamento Teixeira,,Conduru,6952,22
64608610,Avenida João Veloso,,Samambaia,6952,22
64608615,Avenida Manoel Cardoso da Silva,,Samambaia,6952,22
64608620,Avenida Manoel Costa,,Samambaia,6952,22
64608625,Rua Assembleia de Deus,,Samambaia,6952,22
64608630,Rua Eduardo Teixeira,,Samambaia,6952,22
64608635,Rua Egídio de Oliveira,,Samambaia,6952,22
64608640,Rua Ivonete Costa,,Samambaia,6952,22
64608645,Rua João Alves,,Samambaia,6952,22
64608650,Rua Maria Borges da Cruz,,Samambaia,6952,22
64608655,Rua Santa Clara,,Samambaia,6952,22
64608670,Rua Santa Rita,,Samambaia,6952,22
64608675,Rua São Francisco,,Samambaia,6952,22
64608680,Rua São João Batista,,Samambaia,6952,22
64608685,Rua São Pedro,,Samambaia,6952,22
64608690,Travessa da Paz,,Samambaia,6952,22
64608695,Travessa Joaquim Paulo de Holanda,,Samambaia,6952,22
64608700,Travessa Marcos de Sousa,,Samambaia,6952,22
64608899,Área Rural,,Área Rural de Picos,6952,22
64965970,"Avenida Sérgio Gama, s/n",,Centro,770,22
64045220,Rua Zacarias Henrique de Sousa,,Noivos,9682,22
64045355,Praça Senador Bernardino Viana,,Noivos,9682,22
64046000,Avenida Cajuína,,Noivos,9682,22
64050265,Rua Médica Rosa Loureiro,,Planalto,9682,22
64050315,Rua Capitão Carlos Gomes,,Planalto,9682,22
64055250,Rua Empresário José Ferreira,,Morada do Sol,9682,22
64055355,Praça Jéssica Nogueira Lima,,Morada do Sol,9682,22
64055367,Praça Francisco das Chagas Oliveira,,Morada do Sol,9682,22
64055435,Rua Pelotas,,Piçarreira,9682,22
64055530,Rua Tenente Chico Ângelo,,Piçarreira,9682,22
64056283,Praça Balduíno Barbosa de Deus,,Morada do Sol,9682,22
64056673,Praça João Dantas Neto,,Piçarreira,9682,22
64058605,Rua Wernes Lopes,,Santa Lia,9682,22
64058615,Rua Tertuliano Sólon Brandão,,Santa Lia,9682,22
64058625,Rua Professor Reinaldo Montalvão,,Santa Lia,9682,22
64058655,Rua Barra Mansa,,Santa Lia,9682,22
64058705,Rua Elias Aragão,,Santa Lia,9682,22
64058715,Rua Raul Serrano,,Santa Lia,9682,22
64058725,Rua Mecânico José Soares,,Santa Lia,9682,22
64058735,Rua Celina Castelo Branco de Cerqueira,,Santa Lia,9682,22
64058745,Rua Brasil Leste,,Santa Lia,9682,22
64058755,Rua Juarez Pinheiro,,Santa Lia,9682,22
64058785,Rua Angra,,Santa Lia,9682,22
64058815,Rua Kayque Lages de Carvalho,,Santa Lia,9682,22
64064040,Rua Ulisses Marques,,Zoobotânico,9682,22
64064180,Alameda Maranta,,Zoobotânico,9682,22
64064200,Alameda Bromélia,,Zoobotânico,9682,22
64064310,Rua Maria Heloísa Sampaio,,Zoobotânico,9682,22
64064320,Rua Major Selermérico,,Zoobotânico,9682,22
64064330,Rua Jornalista Mauro Ruben,,Zoobotânico,9682,22
64064340,Rua Janduy Aires,,Zoobotânico,9682,22
64064350,Rua Helly Batista,,Zoobotânico,9682,22
64064360,Rua Doutor Audir Fortes Rebelo,,Zoobotânico,9682,22
64064370,Rua Antônio Luís Fortes Brito,,Zoobotânico,9682,22
64067015,Avenida Antônio Guimarães,,Tabajaras,9682,22
64075010,Rua Osvaldina Barros Costa,,São Raimundo,9682,22
64075075,Rua José Eugênio de Carvalho,,São Raimundo,9682,22
64075080,Rua Jacinto Rufino Macedo,,São Raimundo,9682,22
64075085,Rua Virgínia Regina Castelo Branco,,São Raimundo,9682,22
64076010,Rua Telegrafista Honório Santos,,Tancredo Neves,9682,22
64076015,Avenida Noé Mendes,,Tancredo Neves,9682,22
64076020,Rua Luiz Araújo Costa,,Tancredo Neves,9682,22
64076025,Rua Irmã Maria do Amparo,,Tancredo Neves,9682,22
64076045,Rua Monsenhor Zaul Pedreira,,Tancredo Neves,9682,22
64077022,Rua Deputado Afrânio Nunes,,Itararé,9682,22
64077025,Rua José Lira Mendes,,Itararé,9682,22
64077043,Praça da Vila Mariana Fortes,,Itararé,9682,22
64077047,Rua Aristides Barros,,Itararé,9682,22
64077075,Rua José Martins,,Itararé,9682,22
64077085,Rua Doutor Chagas Martins,,Itararé,9682,22
64077093,Rua Engenheiro Djalma Rocha,,Itararé,9682,22
64077097,Praça da Brita,,Itararé,9682,22
64077125,Rua Filomena Lages de Carvalho,,Itararé,9682,22
64077145,Rua Professora Inácia Meneses,,Itararé,9682,22
64077155,Rua Renato Barreto,,Itararé,9682,22
64077187,Praça do Trabalhador,,Itararé,9682,22
64077222,Praça da Esperança,,Itararé,9682,22
64077235,Mercado do Dirceu I,,Itararé,9682,22
64077243,Rua Professor Jean Santos,,Itararé,9682,22
64077285,Rua Vereador Moisés Caddah,,Itararé,9682,22
64077305,Rua Professor Ubiraci Carvalho,,Itararé,9682,22
64077315,Rua Umbilino,,Itararé,9682,22
64077333,Rua Elcias Almeida,,Itararé,9682,22
64077337,Rua Major Amaro Veloso,,Itararé,9682,22
64077347,Rua Antônio Neves de Melo,,Itararé,9682,22
64077362,Rua Deputado Xavier Neto,,Itararé,9682,22
64077367,Rua Professor Walter Cunha,,Itararé,9682,22
64077423,Rua Empresário Avelino Campos,,Itararé,9682,22
64077432,Rua Maria Ribeiro da Conceição,,Itararé,9682,22
64077440,Rua Cesarina Ribeiro de Oliveira,,Itararé,9682,22
64077455,Rua João Sena,,Itararé,9682,22
64077475,Quadra 1,(Cj Boa Esperança),Itararé,9682,22
64077480,Quadra 2,(Cj Boa Esperança),Itararé,9682,22
64077485,Quadra 3,(Cj Boa Esperança),Itararé,9682,22
64077490,Quadra 4,(Cj Boa Esperança),Itararé,9682,22
64077495,Quadra 5,(Cj Boa Esperança),Itararé,9682,22
64077505,Quadra 7,(Cj Boa Esperança),Itararé,9682,22
64077510,Quadra 8,(Cj Boa Esperança),Itararé,9682,22
64077515,Quadra 9,(Cj Boa Esperança),Itararé,9682,22
64077520,Quadra 10,(Cj Boa Esperança),Itararé,9682,22
64077525,Quadra 11,(Cj Boa Esperança),Itararé,9682,22
64077530,Quadra 12,(Cj Boa Esperança),Itararé,9682,22
64077740,Rua Sabará,,Itararé,9682,22
64077745,Rua Panorama,,Itararé,9682,22
64077760,Rua Iraci Moura Fé,,Itararé,9682,22
64077770,Rua Jaime Fortes Castelo Branco,,Itararé,9682,22
64077775,Rua Jornalista Ral,,Itararé,9682,22
64078003,Rua Cláudio Francisco Ferreira,,Itararé,9682,22
64078025,Rua Jovita Alves Feitosa,,Itararé,9682,22
64078085,Rua Vereador Reynaldo Koury,,Itararé,9682,22
64078097,Rua Professor Edmilson Paixão,,Itararé,9682,22
64078105,Rua Julio Granjeiro,,Itararé,9682,22
64078135,Rua Conselheiro Jaime Amorim Júnior,,Itararé,9682,22
64078145,Rua Telegrafista Cutrim Costa,,Itararé,9682,22
64078185,Rua Assis Simeão,,Itararé,9682,22
64078193,Rua Doutor Antônio Baião,,Itararé,9682,22
64078195,Rua Adélia Soares,,Itararé,9682,22
64078197,Rua da República,,Itararé,9682,22
64078203,Rua Coronel Muniz,,Itararé,9682,22
64078205,Avenida Noé Mendes,- de 1/2 a 99998/99999,Itararé,9682,22
64078207,Rua Comerciante Zacarias Alves,,Itararé,9682,22
64078222,Rua Antônio Aleques Silveira Santos,,Itararé,9682,22
64078223,Rua Renato Basílio,,Itararé,9682,22
64078233,Rua Costureira Luísa Alves,,Itararé,9682,22
64078257,Rua Cícero Oliveira,,Itararé,9682,22
64078283,Rua Engenheiro Eduardo Costa,,Itararé,9682,22
64078293,Rua Matheus Pires Modesto,,Itararé,9682,22
64078295,Rua Marcos Silva,,Itararé,9682,22
64078305,Rua Capitão Reginaldo Fonseca,,Itararé,9682,22
64078307,Rua Manoel Zorão,,Itararé,9682,22
64078315,Rua Cecília Meireles,,Itararé,9682,22
64078322,Rua Manoel Evangelista,,Itararé,9682,22
64078327,Rua Procurador Antônio Ribeiro,,Itararé,9682,22
64078337,Praça Tancredo Neves,,Itararé,9682,22
64078347,Rua Padre Carlo Bresciani,,Itararé,9682,22
64078363,Rua Osvaldo Fassi,,Itararé,9682,22
64078372,Rua Topógrafo Manoel Pereira Lima,,Itararé,9682,22
64078373,Rua Diplomata Sérgio Vieira de Mello,,Itararé,9682,22
64078377,Rua Pablo Picasso,,Itararé,9682,22
64078397,Praça da Independência,,Itararé,9682,22
64078405,Rua Cícero de Jesus do Nascimento,,Itararé,9682,22
64078407,Rua Tarsila do Amaral,,Itararé,9682,22
64078413,Rua Raimundo Fonseca,,Itararé,9682,22
64078435,Rua Solon Nogueira,,Itararé,9682,22
64078467,Praça do Mercado do Dirceu II,,Itararé,9682,22
64078475,Rua Irineu Veloso da Costa,,Itararé,9682,22
64078477,Rua Irmã Giustina Noce,,Itararé,9682,22
64078482,Rua Pastor José Neto,,Itararé,9682,22
64078495,Rua Francisca Sena Rosa,,Itararé,9682,22
64078525,Rua Governador João Clímaco,,Itararé,9682,22
64078537,Praça Engenheiro Romildo Nogueira,,Itararé,9682,22
64078590,Rua São Caetano,,Itararé,9682,22
64078860,Rua Tenente Jonas Barroso,,Livramento,9682,22
64078870,Rua Juiz João Martins,,Livramento,9682,22
64082225,Rua São Geraldo,(Parque Progresso),Renascença,9682,22
64084582,Quadra B,(Conj. Novo Milênio),São Sebastião,9682,22
64084584,Quadra C,(Conj. Novo Milênio),São Sebastião,9682,22
64084586,Quadra D,(Conj. Novo Milênio),São Sebastião,9682,22
64084600,Quadra B,(Res. Canaxuê),São Sebastião,9682,22
64084605,Quadra C,(Res. Canaxuê),São Sebastião,9682,22
64084610,Quadra D,(Res. Canaxuê),São Sebastião,9682,22
64084615,Quadra E,(Res. Canaxuê),São Sebastião,9682,22
64084620,Quadra F,(Res. Canaxuê),São Sebastião,9682,22
64084625,Quadra G,(Res. Canaxuê),São Sebastião,9682,22
64084630,Quadra H,(Res. Canaxuê),São Sebastião,9682,22
64084635,Quadra I,(Res. Canaxuê),São Sebastião,9682,22
64084640,Quadra J,(Res. Canaxuê),São Sebastião,9682,22
64085012,Quadra B,(Conj. São Paulo),São Sebastião,9682,22
64085014,Quadra C,(Conj. São Paulo),São Sebastião,9682,22
64085016,Quadra D,(Conj. São Paulo),São Sebastião,9682,22
64085018,Quadra E,(Conj. São Paulo),São Sebastião,9682,22
64085370,Quadra B,(Conj. São Sebastião),São Sebastião,9682,22
64085380,Quadra C,(Conj. São Sebastião),São Sebastião,9682,22
64085390,Quadra D,(Conj. São Sebastião),São Sebastião,9682,22
64085400,Quadra E,(Conj. São Sebastião),São Sebastião,9682,22
64090451,Quadra 01,(Frei Damião),Gurupi,9682,22
64090452,Quadra 02,(Frei Damião),Gurupi,9682,22
64090453,Quadra 03,(Frei Damião),Gurupi,9682,22
64090454,Quadra 04,(Frei Damião),Gurupi,9682,22
64090455,Quadra 05,(Frei Damião),Gurupi,9682,22
64090456,Quadra 06,(Frei Damião),Gurupi,9682,22
64090457,Quadra 07,(Frei Damião),Gurupi,9682,22
64090458,Quadra 08,(Frei Damião),Gurupi,9682,22
64090459,Quadra 09,(Frei Damião),Gurupi,9682,22
64090461,Quadra 10,(Frei Damião),Gurupi,9682,22
64090462,Quadra 11,(Frei Damião),Gurupi,9682,22
64090463,Quadra 12,(Frei Damião),Gurupi,9682,22
64090464,Quadra 13,(Frei Damião),Gurupi,9682,22
64090465,Quadra 14,(Frei Damião),Gurupi,9682,22
64090466,Quadra 15,(Frei Damião),Gurupi,9682,22
64090467,Quadra 16,(Frei Damião),Gurupi,9682,22
64090468,Quadra 22,(Frei Damião),Gurupi,9682,22
64090469,Quadra 18,(Frei Damião),Gurupi,9682,22
64090470,Quadra 19,(Frei Damião),Gurupi,9682,22
64090471,Quadra 20,(Frei Damião),Gurupi,9682,22
64090472,Quadra 21,(Frei Damião),Gurupi,9682,22
64090473,Quadra 22,(Frei Damião),Gurupi,9682,22
64090474,Quadra 23,(Frei Damião),Gurupi,9682,22
64090475,Quadra 24,(Frei Damião),Gurupi,9682,22
64090476,Quadra 25,(Frei Damião),Gurupi,9682,22
64090477,Quadra 26,(Frei Damião),Gurupi,9682,22
64090478,Quadra 27,(Frei Damião),Gurupi,9682,22
64090479,Quadra 27A,(Frei Damião),Gurupi,9682,22
64090481,Quadra 27B,(Frei Damião),Gurupi,9682,22
64090482,Quadra 27C,(Frei Damião),Gurupi,9682,22
64090483,Quadra 27D,(Frei Damião),Gurupi,9682,22
64090484,Quadra 27E,(Frei Damião),Gurupi,9682,22
64090485,Quadra 27F,(Frei Damião),Gurupi,9682,22
64090486,Quadra 27G,(Frei Damião),Gurupi,9682,22
64090487,Quadra 28,(Frei Damião),Gurupi,9682,22
64090488,Quadra 29,(Frei Damião),Gurupi,9682,22
64090489,Quadra 30,(Frei Damião),Gurupi,9682,22
64090491,Quadra 32,(Frei Damião),Gurupi,9682,22
64090492,Quadra 33,(Frei Damião),Gurupi,9682,22
64090493,Quadra 34,(Frei Damião),Gurupi,9682,22
64090494,Quadra 35,(Frei Damião),Gurupi,9682,22
64090495,Quadra 36,(Frei Damião),Gurupi,9682,22
64090496,Quadra 37,(Frei Damião),Gurupi,9682,22
64090497,Quadra 38,(Frei Damião),Gurupi,9682,22
64090498,Quadra 39,(Frei Damião),Gurupi,9682,22
64090499,Quadra 40,(Frei Damião),Gurupi,9682,22
64205030,Loteamento Conviver Parnaíba Residence,,João XXIII,6656,22
64205455,Loteamento Parnaíba Residence,,João XXIII,6656,22
64222149,Quadra 01,(Conj. Joaz Sousa),São Vicente de Paula,6656,22
64604225,Rua Martinho José de Araújo,,Ipueiras,6952,22
64607140,Rua Bezerra do Mel,,Boa Sorte,6952,22
64001410,Praça Walter Ribeiro Moura,,Centro,9682,22
64002328,Rua João José Rodrigues,,Mafuá,9682,22
64002615,Rua Primeiro de Maio,,Primavera,9682,22
64002625,Rua Comerciante Santídio Soares,,Primavera,9682,22
64002635,Rua José Abílio,,Primavera,9682,22
64002645,Rua Luís Alberto Pelé,,Primavera,9682,22
64002725,Rua Mecânico Monteiro,,Primavera,9682,22
64002735,Rua Milton Machado Lima,,Primavera,9682,22
64002765,Rua Padre Lauro de Deus,,Primavera,9682,22
64002775,Rua Lourenço Veríssimo,,Primavera,9682,22
64002780,Rua Regina Soares,,Primavera,9682,22
64002785,Rua Tenente Antônio Vieirinha,,Primavera,9682,22
64003525,Quadra A,(Cj Primavera I),Primavera,9682,22
64003527,Quadra B,(Cj Primavera I),Primavera,9682,22
64003532,Quadra D,(Cj Primavera I),Primavera,9682,22
64003535,Quadra E,(Cj Primavera I),Primavera,9682,22
64003537,Quadra F,(Cj Primavera I),Primavera,9682,22
64003540,Quadra G,(Cj Primavera I),Primavera,9682,22
64003542,Quadra H,(Cj Primavera I),Primavera,9682,22
64003545,Quadra I,(Cj Primavera I),Primavera,9682,22
64003547,Quadra J,(Cj Primavera I),Primavera,9682,22
64003550,Quadra L,(Cj Primavera I),Primavera,9682,22
64003552,Quadra M,(Cj Primavera I),Primavera,9682,22
64003682,Rua Carlos Beny Barros,,Aeroporto,9682,22
64003692,Rua Professora Mundoquinha Sampaio,,Aeroporto,9682,22
64003697,Rua Miguel Lima,,Aeroporto,9682,22
64003703,Rua Mestre Djalma Correia,,Aeroporto,9682,22
64003708,Rua Dominguinho Miranda,,Aeroporto,9682,22
64003722,Rua Taxista Pedro Gomes,,Aeroporto,9682,22
64003719,Rua Neir Pereira Santos,,Aeroporto,9682,22
64003851,Quadra A,(Res Lagoa Azul),Matadouro,9682,22
64003853,Quadra B,(Res Lagoa Azul),Matadouro,9682,22
64003855,Quadra C,(Res Lagoa Azul),Matadouro,9682,22
64003857,Quadra E,(Res Lagoa Azul),Matadouro,9682,22
64003859,Quadra F,(Res Lagoa Azul),Matadouro,9682,22
64003861,Quadra H,(Res Lagoa Azul),Matadouro,9682,22
64003863,Quadra I,(Res Lagoa Azul),Matadouro,9682,22
64003901,Avenida Marechal Castelo Branco 911,,Porenquanto,9682,22
64004125,Rua Antônia Ferreira Batista,,Nova Brasília,9682,22
64004132,Quadra 1,(Res Z Arns),Nova Brasília,9682,22
64004134,Quadra 2,(Res Z Arns),Nova Brasília,9682,22
64004136,Quadra 3,(Res Z Arns),Nova Brasília,9682,22
64004138,Quadra 4,(Res Z Arns),Nova Brasília,9682,22
64004142,Quadra 6,(Res Z Arns),Nova Brasília,9682,22
64004144,Quadra 7,(Res Z Arns),Nova Brasília,9682,22
64004282,Rua Anacília Dantas Barbosa,,Matadouro,9682,22
64004306,Quadra A,(Cj C Portella),Matadouro,9682,22
64004308,Quadra B,(Cj C Portella),Matadouro,9682,22
64004311,Quadra D,(Cj C Portella),Matadouro,9682,22
64004313,Quadra E,(Cj C Portella),Matadouro,9682,22
64004314,Quadra F,(Cj C Portella),Matadouro,9682,22
64004321,Quadra E,(Vl Sto Afonso),Matadouro,9682,22
64004323,Quadra F,(Vl Sto Afonso),Matadouro,9682,22
64004324,Quadra G,(Vl Sto Afonso),Matadouro,9682,22
64004326,Quadra I,(Vl Sto Afonso),Matadouro,9682,22
64004327,Quadra J,(Vl Sto Afonso),Matadouro,9682,22
64004329,Quadra L,(Vl Sto Afonso),Matadouro,9682,22
64004525,Rua Dona Dita Lopes,,Nova Brasília,9682,22
64004545,Rua Ex-Combatente Vicente Bernardino,,Nova Brasília,9682,22
64004595,Rua Jesus Aguiar,,Nova Brasília,9682,22
64004605,Rua Professor Pedro Celestino,,Nova Brasília,9682,22
64004655,Rua Pantanal,,Mafrense,9682,22
64004660,Rua Presidente Lincoln,,Mafrense,9682,22
64004745,Alameda Domingos Jorge Velho,,Mafrense,9682,22
64004750,Alameda João Isidoro França,,Mafrense,9682,22
64005015,Rua Maria das Graças da Silva,,Matadouro,9682,22
64005465,Rua Professora Teresa Veras,,Nova Brasília,9682,22
64005475,Rua Vovó Pangula,,Nova Brasília,9682,22
64005785,Rua Desembargador Vaz da Costa,,Mafrense,9682,22
64005825,Rua Anchieta Correia,,Poti Velho,9682,22
64006100,Rua Alyne Santiago,,Real Copagri,9682,22
64006105,Rua Cimodocéa Viana,,Real Copagri,9682,22
64006110,Rua Comerciante Maurício Figueiredo,,Real Copagri,9682,22
64006115,Rua Conselheiro Raimundo Barbosa Marques,,Real Copagri,9682,22
64006120,Rua Deputado Francisco Figueiredo,,Real Copagri,9682,22
64006125,Rua Domingos Freitas Marques,,Real Copagri,9682,22
64006132,Quadra 2,(Cj Primavera II),Primavera,9682,22
64006134,Quadra 3,(Cj Primavera II),Primavera,9682,22
64006135,Quadra 4,(Cj Primavera II),Primavera,9682,22
64006136,Quadra 5,(Cj Primavera II),Primavera,9682,22
64006141,Rua 1,(Res Israel),Primavera,9682,22
64006142,Rua 2,(Res Israel),Primavera,9682,22
64006143,Rua 3,(Res Israel),Primavera,9682,22
64006144,Rua 4,(Res Israel),Primavera,9682,22
64006146,Rua 6,(Res Israel),Primavera,9682,22
64006147,Rua 7,(Res Israel),Primavera,9682,22
64006148,Rua 8,(Res Israel),Primavera,9682,22
64006149,Rua 9,(Res Israel),Primavera,9682,22
64006181,Rua Hungria,,Real Copagri,9682,22
64006215,Rua Delegado Brito Boson,,Real Copagri,9682,22
64006225,Rua Doutor Maurílio do Vale Araújo,,Real Copagri,9682,22
64006235,Rua Frei Fabiano de Cristo,,Real Copagri,9682,22
64006692,Rua Vinte e Nove de Fevereiro,(Vila Cristalina),Água Mineral,9682,22
64007035,Rua Motorista Mundoco,,Real Copagri,9682,22
64007045,Rua Professora Eva Moura,,Real Copagri,9682,22
64007275,Rua Professora Orminda Vieira,,Real Copagri,9682,22
64007315,Rua Vereador Luiz Gomes,,Real Copagri,9682,22
64007622,Quadra B,(Res S Monte),Real Copagri,9682,22
64007619,Quadra C,(Res S Monte),Real Copagri,9682,22
64007784,Quadra 1,(Cj Itaperu),Itaperu,9682,22
64007786,Quadra 2,(Cj Itaperu),Itaperu,9682,22
64007788,Quadra 3,(Cj Itaperu),Itaperu,9682,22
64007790,Quadra 4,(Cj Itaperu),Itaperu,9682,22
64007792,Quadra 5,(Cj Itaperu),Itaperu,9682,22
64007794,Quadra 6,(Cj Itaperu),Itaperu,9682,22
64007796,Quadra 7,(Cj Itaperu),Itaperu,9682,22
64007798,Quadra 8,(Cj Itaperu),Itaperu,9682,22
64008205,Rua Gonçalo Marques de Castro,,Memorare,9682,22
